,CWSID,RegulatingAgency,WaterSystemName,Score_DroughtWatchStatus,WaterOutageDroughtViolation,BottledHauledWaterOrZeroSource,CurtailmentExemptionPetition,Score_1704,FundedProject,DroughtExperienced,ServiceConnections,Population,Score_SourceNumber,Score_SCV,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,CDAG_rank,Curtailment,Score_1702,Score_1705,Score_1706,Score_1812,Score_1813,Score_1814,Score_1815,EAR2020DroughtRiskScore,SAFER_AccessibilityScore,PWPhysicalAddressLat,PWPhysicalAddressLong,CentralValleyCounties,NonCentralValleyCounties,ActiveGWSource,ActiveSWSource,CurtailedWatershed,HUC4,HUC8_CentralValley,HUC8_Coast,HUC8_Other,Basin_Number_part1,FracturedRock,Basin12,Basin34,Basin5,Basin6,Basin789,Intertie,DSCI2WYAvg,TNCFlow2WYAvg,ind,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2
41,CA0400001,LPA34 - BUTTE COUNTY,YOUTH WITH A MISSION-SPRINGS OF LIVING W,0,0,0,0,0,0,0,52,150,0.5,0,0,0,346,0,0,0,0,0,0,0,0,0,0.5,39.8393047,-121.7780664,BUTTE,No,2,0,SacramentoRiver,1802,18020157,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,2971.193432,1,0.746,0.254,NotExpected,0.769,0.231,NotExpected,0.808,0.192,NotExpected,0.77,0.23,NotExpected,0.778,0.222,NotExpected
42,CA0400003,LPA34 - BUTTE COUNTY,HARTLEY MUTUAL WATER SYSTEM,0,0,0,0,0,0,0,15,31,1,0,0,0,799,0,0,0,0,0,0,0,0,0,1.333333333,39.873843,-121.6810778,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.913,0.087,NotExpected,0.909,0.091,NotExpected,0.911,0.089,NotExpected,0.927,0.073,NotExpected,0.914,0.086,NotExpected
43,CA0400004,LPA34 - BUTTE COUNTY,FOREST RANCH MUTUAL WATER SYSTEM,0,0,0,0,0,0,0,42,92,1,0,0,0,148,0,0,0,0,0,0,0,0,0,2,39.873843,-121.6810778,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.876,0.124,NotExpected,0.892,0.108,NotExpected,0.9,0.1,NotExpected,0.905,0.095,NotExpected,0.9,0.1,NotExpected
44,CA0400007,LPA34 - BUTTE COUNTY,BUTTE CREEK ESTATES MUTUAL WATER CO,0,0,0,0,0,0,0,168,399,0,0,0,0,1671,0,0,0,0,0,1,1,0,2,0.333333333,39.81,-121.94,BUTTE,No,3,0,SacSJ,1802,18020157,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-0225-021,0-000,0-000,0,288.2095238,2971.193432,1,0.733,0.267,NotExpected,0.751,0.249,NotExpected,0.793,0.207,NotExpected,0.8,0.2,NotExpected,0.774,0.226,NotExpected
45,CA0400008,LPA34 - BUTTE COUNTY,GRAN MUTUAL WATER CO,0,0,0,0,0,0,0,105,200,0.5,0,0,0,1452,0,0,0,0,0,1,1,0,2,0.333333333,39.703129,-121.8334868,BUTTE,No,2,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,3277.008138,1,0.77,0.23,NotExpected,0.814,0.186,NotExpected,0.831,0.169,NotExpected,0.853,0.147,NotExpected,0.86,0.14,NotExpected
46,CA0400012,LPA34 - BUTTE COUNTY,FARM LABOR HOUSING,0,0,1,0,0,0,1,135,460,1,0,0,0,618,0,0,0,0,0,0,0,0,0,2.333333333,39.3642229,-121.6482963,BUTTE,No,1,0,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,6305.952183,1,0,1,Expected,0,1,Expected,0,1,Expected,0,1,Expected,0,1,Expected
47,CA0400013,LPA34 - BUTTE COUNTY,MERRY MOUNTAIN MUTUAL,0,0,0,0,0,0,0,97,100,0,0,0,0,850,0,0,0,0,0,1,1,0,2,0.333333333,39.5326673,-121.1574587,BUTTE,No,4,0,SacramentoRiver,1802,18020123,HUC8_CentralValley,HUC8_CentralValley,FR-5,FR-999,0-000,0-000,5-021,0-000,0-000,0,288.2095238,1860.44857,1,0.634,0.366,NotExpected,0.621,0.379,NotExpected,0.65,0.35,NotExpected,0.667,0.333,NotExpected,0.629,0.371,NotExpected
48,CA0400014,LPA34 - BUTTE COUNTY,LAKE MADRONE WATER DISTRICT,0,0,0,0,0,0,0,123,297,0,0,0,0,356,0,0,0,0,0,1,0,0,1,0.5,39.6451637,-121.4032995,BUTTE,No,3,0,SacramentoRiver,1802,18020121,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,1135.518673,2,0.379,0.621,Expected,0.348,0.652,Expected,0.377,0.623,Expected,0.354,0.646,Expected,0.345,0.655,Expected
49,CA0400016,LPA34 - BUTTE COUNTY,BERRY CREEK COMMUNITY SERVICE DIST,0,0,0,0,0,0,0,8,77,0,0,0,0,1421,0,0,0,0,0,0,0,0,0,0.333333333,39.6451637,-121.4032995,BUTTE,No,4,0,SacramentoRiver,1802,18020121,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,1135.518673,1,0.724,0.276,NotExpected,0.713,0.287,NotExpected,0.76,0.24,NotExpected,0.72,0.28,NotExpected,0.704,0.296,NotExpected
50,CA0400019,LPA34 - BUTTE COUNTY,OROVILLE MOBILE HOME PARK,0,0,0,0,0,0,0,35,74,1,0,0,0,422,0,0,0,0,0,1,0,0,1,1.5,39.4710462,-121.5779716,BUTTE,No,1,0,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,6305.952183,1,0.687,0.313,NotExpected,0.721,0.279,NotExpected,0.71,0.29,NotExpected,0.671,0.329,NotExpected,0.694,0.306,NotExpected
51,CA0400020,LPA34 - BUTTE COUNTY,PLEASANT GROVE MHP,0,0,0,0,0,0,0,88,327,0.5,0,0,0,1527,0,0,0,0,0,0,1,0,1,0.333333333,39.4422495,-121.5519189,BUTTE,No,2,0,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,6305.952183,1,0.563,0.437,NotExpected,0.589,0.411,NotExpected,0.602,0.398,NotExpected,0.591,0.409,NotExpected,0.609,0.391,NotExpected
52,CA0400021,LPA34 - BUTTE COUNTY,ROBINSON'S CORNER MHP,0,0,0,0,0,0,0,22,20,1,0,0,0,522,0,0,0,0,0,0,0,0,0,1.5,39.5137752,-121.556359,BUTTE,No,1,0,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,6305.952183,1,0.682,0.318,NotExpected,0.736,0.264,NotExpected,0.723,0.277,NotExpected,0.692,0.308,NotExpected,0.72,0.28,NotExpected
53,CA0400023,LPA34 - BUTTE COUNTY,GOLDEN OAKS MOBILE ESTATES,0,0,0,0,0,0,0,25,34,1,0,0,0,760,0,0,0,0,0,0,0,0,0,1.333333333,39.4254208,-121.6071163,BUTTE,No,1,0,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,6305.952183,1,0.674,0.326,NotExpected,0.711,0.289,NotExpected,0.715,0.285,NotExpected,0.677,0.323,NotExpected,0.704,0.296,NotExpected
54,CA0400026,LPA34 - BUTTE COUNTY,MEADOWBROOK OAKS,0,0,0,0,0,0,0,26,50,1,0,0,0,214,0,0,0,0,0,0,0,0,0,2,39.6419785,-121.5921277,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,3277.008138,1,0.844,0.156,NotExpected,0.876,0.124,NotExpected,0.88,0.12,NotExpected,0.882,0.118,NotExpected,0.887,0.113,NotExpected
55,CA0400027,LPA34 - BUTTE COUNTY,FOOTHILL SOLAR COMPANY,0,0,0,0,0,0,0,127,180,1,0,0,0,793,0,0,0,0,0,0,0,0,0,1.333333333,39.6585054,-121.6303437,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.774,0.226,NotExpected,0.821,0.179,NotExpected,0.825,0.175,NotExpected,0.842,0.158,NotExpected,0.862,0.138,NotExpected
56,CA0400030,LPA34 - BUTTE COUNTY,GOLDEN FEATHER MHP,0,0,0,0,0,0,0,101,275,0.5,0,0,0,1467,0,0,0,0,0,0,0,0,0,0.333333333,39.4990094,-121.5665162,BUTTE,No,2,0,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,6305.952183,1,0.541,0.459,NotExpected,0.567,0.433,NotExpected,0.594,0.406,NotExpected,0.595,0.405,NotExpected,0.607,0.393,NotExpected
57,CA0400036,LPA34 - BUTTE COUNTY,MOUNTAIN VIEW MHC LLC,0,0,0,0,0,0,0,129,230,1,0,0,0,1049,0,0,0,0,0,1,0,0,1,1.333333333,39.7699043,-121.8703369,BUTTE,No,0,0,SacramentoRiver,1802,18020157,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,2971.193432,1,0.665,0.335,NotExpected,0.681,0.319,NotExpected,0.709,0.291,NotExpected,0.726,0.274,NotExpected,0.695,0.305,NotExpected
58,CA0400040,LPA34 - BUTTE COUNTY,ALMOND GROVE MOBILE PARK,0,0,0,0,0,0,0,175,250,1,0,0,0,182,0,0,0,0,0,1,0,0,1,2,39.7369482,-121.8108414,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.763,0.237,NotExpected,0.782,0.218,NotExpected,0.79,0.21,NotExpected,0.821,0.179,NotExpected,0.831,0.169,NotExpected
59,CA0400041,LPA34 - BUTTE COUNTY,FOREST RANCH MOBILE PARK,0,0,0,0,0,0,0,16,25,1,0,0,0,319,0,0,0,0,0,1,1,0,2,1.5,39.8792257,-121.6745051,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,2,0.916,0.084,NotExpected,0.915,0.085,NotExpected,0.916,0.084,NotExpected,0.934,0.066,NotExpected,0.929,0.071,NotExpected
60,CA0400042,LPA34 - BUTTE COUNTY,FOREST VILLAGE LLC,0,0,0,0,0,0,0,21,34,1,0,0,0,262,0,0,0,0,0,0,0,0,0,1.5,39.8756383,-121.6753809,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.903,0.097,NotExpected,0.914,0.086,NotExpected,0.909,0.091,NotExpected,0.924,0.076,NotExpected,0.913,0.087,NotExpected
61,CA0400051,LPA34 - BUTTE COUNTY,DINGERVILLE USA PARK,0,0,0,0,0,0,0,80,447,0.5,0,0,0,1327,0,0,0,0,0,0,0,0,0,0.333333333,39.4420849,-121.6065454,BUTTE,No,2,0,SacSJ,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-0225-021,0-000,0-000,0,288.2095238,6305.952183,2,0.607,0.393,NotExpected,0.626,0.374,NotExpected,0.65,0.35,NotExpected,0.664,0.336,NotExpected,0.666,0.334,NotExpected
62,CA0400078,LPA34 - BUTTE COUNTY,FOREST KNOLLS MUTUAL WATER CO,0,0,0,0,0,0,0,21,46,1,0,0,0,285,0,0,0,0,0,0,0,0,0,1.5,39.873843,-121.6810778,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.904,0.096,NotExpected,0.916,0.084,NotExpected,0.917,0.083,NotExpected,0.922,0.078,NotExpected,0.914,0.086,NotExpected
63,CA0400081,LPA34 - BUTTE COUNTY,FEATHER RIDGE ESTATES WATER CO,0,0,0,0,0,0,0,15,37,0.5,0,0,0,127,0,0,0,0,0,2,2,0,4,1,39.8846986,-121.6668981,BUTTE,No,2,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,2,0.913,0.087,NotExpected,0.906,0.094,NotExpected,0.917,0.083,NotExpected,0.931,0.069,NotExpected,0.935,0.065,NotExpected
64,CA0400090,LPA34 - BUTTE COUNTY,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,0,0,0,0,0,0,0,17,40,1,0,0,0,798,0,0,0,0,0,0,0,0,0,1.333333333,39.873843,-121.6810778,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.91,0.09,NotExpected,0.914,0.086,NotExpected,0.916,0.084,NotExpected,0.928,0.072,NotExpected,0.913,0.087,NotExpected
65,CA0400091,DISTRICT 21 - VALLEY,DEL ORO WATER COMPANY - BUZZTAIL DIST.,0,0,0,0,0,0,0,30,99,1,0,0,0,995,0,0,0,2,0,1,1,0,4,1.333333333,39.778231,-121.6916884,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.901,0.099,NotExpected,0.918,0.082,NotExpected,0.919,0.081,NotExpected,0.937,0.063,NotExpected,0.939,0.061,NotExpected
66,CA0400123,LPA34 - BUTTE COUNTY,HUMBOLDT HIGHLANDS MUTUAL,0,0,0,0,0,0,0,28,50,1,0,0,0,773,0,0,0,0,0,0,0,0,0,1.333333333,39.873843,-121.6810778,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,2,0.91,0.09,NotExpected,0.919,0.081,NotExpected,0.916,0.084,NotExpected,0.927,0.073,NotExpected,0.914,0.086,NotExpected
67,CA0400149,LPA34 - BUTTE COUNTY,HUMBOLDT WOODLANDS MUTUAL,0,0,0,0,0,0,0,31,75,1,0,0,0,478,0,0,0,0,0,0,0,0,0,1.5,39.873843,-121.6810778,BUTTE,No,1,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.9,0.1,NotExpected,0.919,0.081,NotExpected,0.916,0.084,NotExpected,0.922,0.078,NotExpected,0.912,0.088,NotExpected
68,CA0400151,LPA34 - BUTTE COUNTY,KEEFER CREEK ESTATES,0,0,0,0,0,0,0,55,160,0.5,0,0,0,1558,0,0,0,0,0,0,0,0,0,0.333333333,39.7284944,-121.8374777,BUTTE,No,2,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,3277.008138,1,0.822,0.178,NotExpected,0.859,0.141,NotExpected,0.883,0.117,NotExpected,0.88,0.12,NotExpected,0.895,0.105,NotExpected
69,CA0400155,LPA34 - BUTTE COUNTY,BIGGERS GLEN MUTUAL WATER CO,0,0,0,0,0,0,0,29,25,1,0,0,0,347,0,0,0,0,0,0,0,0,0,1.5,40.0843028,-121.536755,BUTTE,No,1,0,NotInCurtailedWatershed,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.898,0.102,NotExpected,0.908,0.092,NotExpected,0.903,0.097,NotExpected,0.922,0.078,NotExpected,0.914,0.086,NotExpected
70,CA0405001,DISTRICT 21 - VALLEY,DEL ORO WATER CO.-LIME SADDLE MARINA,0,0,0,0,0,0,0,240,792,0,0,0,0,2255,0,0,0,2,1,0,1,0,4,0.333333333,39.733661,-121.5739245,BUTTE,No,2,1,SacramentoRiver,1802,18020121,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,1135.518673,1,0.386,0.614,Expected,0.391,0.609,Expected,0.399,0.601,Expected,0.409,0.591,Expected,0.4,0.6,Expected
71,CA0409181,LPA34 - BUTTE COUNTY,BLUE OAK TERRACE MUTUAL,0,0,0,0,0,0,0,23,70,0.5,0,0,0,575,0,0,0,0,0,1,1,0,2,0.5,39.7405503,-121.656638,BUTTE,No,2,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.911,0.089,NotExpected,0.917,0.083,NotExpected,0.929,0.071,NotExpected,0.926,0.074,NotExpected,0.933,0.067,NotExpected
72,CA0409183,LPA34 - BUTTE COUNTY,SIERRA MOON WATER COMPANY,0,0,0,0,0,0,0,86,120,0.5,0,0,0,1451,0,0,0,0,0,0,0,0,0,0.333333333,39.821653,-121.871029,BUTTE,No,2,0,SacramentoRiver,1802,18020157,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,2971.193432,1,0.78,0.22,NotExpected,0.79,0.21,NotExpected,0.846,0.154,NotExpected,0.832,0.168,NotExpected,0.821,0.179,NotExpected
73,CA0410001,DISTRICT 21 - VALLEY,CITY OF BIGGS,0,0,0,0,0,0,0,715,1805,0,0,0,0,1894,0,0,0,0,0,0,0,0,0,0.333333333,39.3635599,-121.6516194,BUTTE,No,3,0,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,6305.952183,1,0.48,0.52,Expected,0.508,0.492,NotExpected,0.531,0.469,NotExpected,0.514,0.486,NotExpected,0.542,0.458,NotExpected
74,CA0410002,DISTRICT 21 - VALLEY,CAL-WATER SERVICE CO.-CHICO,0,0,0,0,0,0,0,29610,104908,0,0,0,0,-1,0,0,0,0,0,1,1,0,2,-1,39.7199811,-121.8084832,BUTTE,No,55,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,3277.008138,1,0.884,0.116,NotExpected,0.925,0.075,NotExpected,0.924,0.076,NotExpected,0.948,0.052,NotExpected,0.955,0.045,NotExpected
75,CA0410003,DISTRICT 21 - VALLEY,DURHAM IRRIGATION DISTRICT,0,0,0,0,0,0,0,479,1561,0,0,0,0,2114,0,0,0,0,0,0,0,0,0,0.333333333,39.6467678,-121.8000732,BUTTE,No,3,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,3277.008138,1,0.739,0.261,NotExpected,0.805,0.195,NotExpected,0.82,0.18,NotExpected,0.838,0.162,NotExpected,0.853,0.147,NotExpected
76,CA0410004,DISTRICT 21 - VALLEY,CITY OF GRIDLEY,0,0,0,0,0,0,0,2264,7246,0,0,0,0,1899,0,0,0,0,0,0,0,0,0,0.333333333,39.3652745,-121.6974402,BUTTE,No,7,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,3277.008138,1,0.753,0.247,NotExpected,0.818,0.182,NotExpected,0.828,0.172,NotExpected,0.841,0.159,NotExpected,0.857,0.143,NotExpected
77,CA0410005,DISTRICT 21 - VALLEY,CAL-WATER SERVICE CO.-OROVILLE,0,0,0,0,0,0,0,3551,10698,0.5,0,0,0,-1,0,0,0,0,1,1,1,0,3,0.333333333,39.5110599,-121.5548845,BUTTE,No,2,1,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,6305.952183,1,0.524,0.476,NotExpected,0.526,0.474,NotExpected,0.544,0.456,NotExpected,0.537,0.463,NotExpected,0.507,0.493,NotExpected
78,CA0410006,DISTRICT 21 - VALLEY,SOUTH FEATHER W&P - MINERS RANCH,0,0,0,0,0,0,0,6909,22780,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.333333333,39.5107521,-121.5196095,BUTTE,No,0,1,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,6305.952183,1,0.514,0.486,NotExpected,0.523,0.477,NotExpected,0.502,0.498,NotExpected,0.481,0.519,Expected,0.484,0.516,Expected
79,CA0410007,DISTRICT 21 - VALLEY,PARADISE IRRIGATION DISTRICT,0,0,0,1,0,0,1,2369,4600,0.5,0,0,0,-1,1,0,0,0,1,0,1,0,2,0.333333333,39.7685273,-121.599204,BUTTE,No,1,1,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,2,0.526,0.474,NotExpected,0.574,0.426,NotExpected,0.594,0.406,NotExpected,0.663,0.337,NotExpected,0.686,0.314,NotExpected
80,CA0410008,DISTRICT 21 - VALLEY,THERMALITO WATER & SEWER DIST,0,0,0,0,0,0,0,3077,10154,0,0,0,0,-1,0,0,0,0,2,1,2,0,5,0.333333333,39.5321566,-121.5742374,BUTTE,No,4,1,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,288.2095238,6305.952183,2,0.505,0.495,NotExpected,0.495,0.505,Expected,0.514,0.486,NotExpected,0.528,0.472,NotExpected,0.507,0.493,NotExpected
81,CA0410009,DISTRICT 21 - VALLEY,DEL ORO WATER CO.-MAGALIA,0,0,0,0,0,0,0,90,297,0.5,0,0,0,1586,0,0,0,2,0,1,1,0,4,0.333333333,39.819348,-121.5911796,BUTTE,No,2,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.795,0.205,NotExpected,0.831,0.169,NotExpected,0.837,0.163,NotExpected,0.85,0.15,NotExpected,0.864,0.136,NotExpected
82,CA0410011,DISTRICT 21 - VALLEY,DEL ORO WATER CO.-PARADISE PINES,0,0,0,0,0,0,0,3198,10513,0,0,0,0,-1,0,0,0,2,0,1,1,0,4,0.333333333,39.819135,-121.5909833,BUTTE,No,4,0,SacramentoRiver,1802,18020158,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,3277.008138,1,0.815,0.185,NotExpected,0.825,0.175,NotExpected,0.843,0.157,NotExpected,0.864,0.136,NotExpected,0.867,0.133,NotExpected
83,CA0410012,DISTRICT 21 - VALLEY,SOUTH FEATHER W&P - BANGOR,0,0,0,0,0,0,0,22,73,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.333333333,39.3898364,-121.4079826,BUTTE,No,0,1,SacramentoRiver,1802,18020159,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,6305.952183,1,0.641,0.359,NotExpected,0.669,0.331,NotExpected,0.694,0.306,NotExpected,0.652,0.348,NotExpected,0.659,0.341,NotExpected
84,CA0410018,DISTRICT 21 - VALLEY,DEL ORO WATER CO.-STIRLING BLUFFS,0,0,0,0,0,0,0,156,514,1,0,0,0,1132,1,0,0,2,0,0,1,0,3,1.333333333,39.9076606,-121.5280275,BUTTE,No,0,1,SacramentoRiver,1802,18020121,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,288.2095238,1135.518673,1,0.254,0.746,Expected,0.282,0.718,Expected,0.256,0.744,Expected,0.258,0.742,Expected,0.265,0.735,Expected
85,CA0500019,LPA35 - CALAVERAS COUNTY,MINERAL MOUNTAIN MUTUAL WATER,0,0,0,0,0,0,0,38,125,0,0,0,0,1217,0,0,0,0,0,0,1,0,1,0.333333333,38.1907082,-120.4353824,No,CALAVERAS,4,0,SanJoaquinRiver,1804,18040011,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,219.5904762,134.5499783,1,0.881,0.119,NotExpected,0.871,0.129,NotExpected,0.893,0.107,NotExpected,0.906,0.094,NotExpected,0.9,0.1,NotExpected
86,CA0500027,LPA35 - CALAVERAS COUNTY,LILI VALLEY WATER CO.,0,0,0,0,0,0,0,70,99,0.5,0,0,0,1226,0,0,0,0,0,0,0,0,0,0.333333333,38.4447896,-120.4292037,No,CALAVERAS,2,0,SanJoaquinRiver,1804,18040012,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,219.5904762,6935.890773,1,0.816,0.184,NotExpected,0.827,0.173,NotExpected,0.844,0.156,NotExpected,0.85,0.15,NotExpected,0.848,0.152,NotExpected
87,CA0500068,LPA35 - CALAVERAS COUNTY,DUNROVIN MOBILE HOME VILLAGE,0,0,0,0,0,0,0,42,99,0.5,0,0,0,542,0,0,0,0,0,0,0,0,0,0.5,38.386752,-120.540244,No,CALAVERAS,2,0,SanJoaquinRiver,1804,18040012,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,219.5904762,6935.890773,1,0.808,0.192,NotExpected,0.8,0.2,NotExpected,0.836,0.164,NotExpected,0.837,0.163,NotExpected,0.817,0.183,NotExpected
88,CA0500075,LPA35 - CALAVERAS COUNTY,LAKESIDE MOBILE ESTATES,0,0,0,0,0,0,0,24,54,1,0,0,0,110,0,0,0,0,0,1,0,0,1,2,38.3267082,-120.5192973,No,CALAVERAS,1,0,SanJoaquinRiver,1804,18040011,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,219.5904762,134.5499783,2,0.812,0.188,NotExpected,0.821,0.179,NotExpected,0.845,0.155,NotExpected,0.854,0.146,NotExpected,0.864,0.136,NotExpected
89,CA0500091,LPA35 - CALAVERAS COUNTY,RITE OF PASSAGE/SIERRA RIDGE,0,0,0,0,0,0,0,13,150,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0.333333333,38.1741119,-120.5348809,No,CALAVERAS,3,1,SanJoaquinRiver,1804,18040011,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,219.5904762,134.5499783,1,0.84,0.16,NotExpected,0.836,0.164,NotExpected,0.883,0.117,NotExpected,0.901,0.099,NotExpected,0.883,0.117,NotExpected
